NP,NP_Synthesis,shape,method,Bacteria,time (hr),Phylum,Class,Order,Family,Superkingdom,bac_type,gram,isolated_from,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),"min_Incub_period, h","growth_temp, C",biosafety_level,reference,ZOI,Genus,Species
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Lactococcus lactis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,non-pathogenic,p,food,4.772724,45.3,45.3,12.0,22.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.0,,
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Lactococcus lactis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,non-pathogenic,p,food,6.363632,46.0,46.0,12.0,22.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,11.0,,
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Lactococcus lactis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,non-pathogenic,p,food,7.95454,46.8,46.8,12.0,22.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,13.0,,
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Lactococcus lactis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,non-pathogenic,p,food,79.5454,92.0,92.0,12.0,22.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,11.0,,
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,1.590908,13.0,13.0,240.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,9.0,Micrococcus,Micrococcus luteus
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,3.181816,46.8,46.8,240.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,9.0,Micrococcus,Micrococcus luteus
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,4.772724,51.3,51.3,240.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,8.0,Micrococcus,Micrococcus luteus
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,6.363632,51.9,51.9,240.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,13.0,Micrococcus,Micrococcus luteus
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,7.95454,110.2,110.2,240.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,13.0,Micrococcus,Micrococcus luteus
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,1.590908,15.8,15.8,240.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,14.0,Micrococcus,Micrococcus luteus
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,3.181816,25.9,25.9,240.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,10.0,Micrococcus,Micrococcus luteus
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,4.772724,37.1,37.1,240.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,14.0,Micrococcus,Micrococcus luteus
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,6.363632,41.9,41.9,240.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,17.0,Micrococcus,Micrococcus luteus
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,7.95454,42.0,42.0,240.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,19.0,Micrococcus,Micrococcus luteus
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,79.5454,44.0,44.0,240.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,18.0,Micrococcus,Micrococcus luteus
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,1.590908,14.6,14.6,240.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,7.0,Micrococcus,Micrococcus luteus
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,3.181816,45.1,45.1,240.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,8.0,Micrococcus,Micrococcus luteus
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,4.772724,45.3,45.3,240.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,7.0,Micrococcus,Micrococcus luteus
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,6.363632,46.0,46.0,240.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,12.0,Micrococcus,Micrococcus luteus
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,7.95454,46.8,46.8,240.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,12.0,Micrococcus,Micrococcus luteus
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,79.5454,92.0,92.0,240.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,6.0,Micrococcus,Micrococcus luteus
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Pseudomonas putida,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1.590908,13.0,13.0,6.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,15.0,,
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Pseudomonas putida,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,3.181816,46.8,46.8,6.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,12.0,,
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Pseudomonas putida,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,4.772724,51.3,51.3,6.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,14.0,,
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Pseudomonas putida,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,6.363632,51.9,51.9,6.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,15.0,,
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Pseudomonas putida,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,7.95454,110.2,110.2,6.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,15.0,,
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Pseudomonas putida,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1.590908,15.8,15.8,6.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,21.0,,
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Pseudomonas putida,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,3.181816,25.9,25.9,6.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,14.0,,
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Pseudomonas putida,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,4.772724,37.1,37.1,6.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,19.0,,
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Pseudomonas putida,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,6.363632,41.9,41.9,6.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,16.0,,
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Pseudomonas putida,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,7.95454,42.0,42.0,6.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,19.0,,
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Pseudomonas putida,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,79.5454,44.0,44.0,6.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,20.0,,
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Pseudomonas putida,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1.590908,14.6,14.6,6.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,13.0,,
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Pseudomonas putida,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,3.181816,45.1,45.1,6.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,12.0,,
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Pseudomonas putida,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,4.772724,45.3,45.3,6.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,14.0,,
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Pseudomonas putida,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,6.363632,46.0,46.0,6.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,13.0,,
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Pseudomonas putida,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,7.95454,46.8,46.8,6.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,14.0,,
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Pseudomonas putida,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,79.5454,92.0,92.0,6.0,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,14.0,,
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,1.271,5.0,100.0,0.16,30.0,1.0,https://doi.org/10.1016/j.mimet.2020.105966,17.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,1.271,5.0,100.0,24.0,37.0,2.0,https://doi.org/10.1016/j.mimet.2020.105966,21.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,1.271,5.0,100.0,240.0,30.0,1.0,https://doi.org/10.1016/j.mimet.2020.105966,13.0,Micrococcus,Micrococcus luteus
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,1.271,5.0,100.0,48.0,37.0,2.0,https://doi.org/10.1016/j.mimet.2020.105966,19.0,Escherichia,Escherichia coli
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,1.271,5.0,100.0,24.0,30.0,2.0,https://doi.org/10.1016/j.mimet.2020.105966,16.0,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,0.95325,5.0,100.0,0.16,30.0,1.0,https://doi.org/10.1016/j.mimet.2020.105966,16.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,0.95325,5.0,100.0,24.0,37.0,2.0,https://doi.org/10.1016/j.mimet.2020.105966,18.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,0.95325,5.0,100.0,240.0,30.0,1.0,https://doi.org/10.1016/j.mimet.2020.105966,12.0,Micrococcus,Micrococcus luteus
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,0.95325,5.0,100.0,48.0,37.0,2.0,https://doi.org/10.1016/j.mimet.2020.105966,17.0,Escherichia,Escherichia coli
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,0.95325,5.0,100.0,24.0,30.0,2.0,https://doi.org/10.1016/j.mimet.2020.105966,15.0,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,0.6355,5.0,100.0,0.16,30.0,1.0,https://doi.org/10.1016/j.mimet.2020.105966,14.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,0.6355,5.0,100.0,24.0,37.0,2.0,https://doi.org/10.1016/j.mimet.2020.105966,16.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,0.6355,5.0,100.0,240.0,30.0,1.0,https://doi.org/10.1016/j.mimet.2020.105966,10.0,Micrococcus,Micrococcus luteus
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,0.6355,5.0,100.0,48.0,37.0,2.0,https://doi.org/10.1016/j.mimet.2020.105966,15.0,Escherichia,Escherichia coli
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,0.6355,5.0,100.0,24.0,30.0,2.0,https://doi.org/10.1016/j.mimet.2020.105966,11.0,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,0.31775,5.0,100.0,0.16,30.0,1.0,https://doi.org/10.1016/j.mimet.2020.105966,13.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,0.31775,5.0,100.0,24.0,37.0,2.0,https://doi.org/10.1016/j.mimet.2020.105966,14.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Micrococcus luteus,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Bacteria,non-pathogenic,p,soil,0.31775,5.0,100.0,240.0,30.0,1.0,https://doi.org/10.1016/j.mimet.2020.105966,10.0,Micrococcus,Micrococcus luteus
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,0.31775,5.0,100.0,48.0,37.0,2.0,https://doi.org/10.1016/j.mimet.2020.105966,14.0,Escherichia,Escherichia coli
Ag,green_synthesis using Aspergillus niger,spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,0.31775,5.0,100.0,24.0,30.0,2.0,https://doi.org/10.1016/j.mimet.2020.105966,10.0,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Moringa oleifera (drumstick) fruit pulp aqueous extracts,spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,20000.0,9.0,9.0,24.0,30.0,2.0,https://doi.org/10.1016/j.matpr.2020.08.549,13.5,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Moringa oleifera (drumstick) fruit pulp aqueous extracts,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,20000.0,9.0,9.0,48.0,37.0,2.0,https://doi.org/10.1016/j.matpr.2020.08.549,16.1,Escherichia,Escherichia coli
Ag,green_synthesis using Moringa oleifera (drumstick) fruit pulp aqueous extracts,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20000.0,9.0,9.0,24.0,37.0,2.0,https://doi.org/10.1016/j.matpr.2020.08.549,17.2,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using Moringa oleifera (drumstick) fruit pulp aqueous extracts,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,20000.0,9.0,9.0,0.16,30.0,1.0,https://doi.org/10.1016/j.matpr.2020.08.549,15.4,Bacillus,Bacillus subtilis
Ag,green_synthesis using Moringa oleifera (drumstick) fruit pulp aqueous extracts,spherical,disc_diffusion,Pseudomonas putida,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,20000.0,9.0,9.0,6.0,30.0,1.0,https://doi.org/10.1016/j.matpr.2020.08.549,12.9,,
Ag,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,10000.0,6.0,18.0,0.16,30.0,1.0,https://doi.org/10.1016/j.jece.2021.105395,19.89,Bacillus,Bacillus subtilis
Ag,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,25000.0,6.0,18.0,0.16,30.0,1.0,https://doi.org/10.1016/j.jece.2021.105395,20.94,Bacillus,Bacillus subtilis
Ag,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,10000.0,6.0,18.0,0.16,30.0,1.0,https://doi.org/10.1016/j.jece.2021.105395,14.5,Bacillus,Bacillus subtilis
Ag,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,spheroidal,disc_diffusion,Bacillus subtilis,18.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,25000.0,6.0,18.0,0.16,30.0,1.0,https://doi.org/10.1016/j.jece.2021.105395,20.39,Bacillus,Bacillus subtilis
